Invoice ID,Customer,Division,Department,Cost Center,Vendor,Invoice Date,Due Date,Amount,Tax,Currency,Payment Method,Payment Status,Days Late,Expense Category,Account Code,Ledger Type,Revenue,Is_Default,Credit_Score,Credit_Risk_Level,Net_Profit,Audit_Risk_Score,Predicted Expense Category
INV-2023-13597,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Bengaluru Tech Summit,2023-08-08,2023-10-07,99813.46,17966.42,INR,Corporate Credit Card,Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,140747.71063816716,0,308,Very Poor,22967.830638167157,0,Event Sponsorships & Conferences
INV-2023-10377,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,KPMG,2023-08-09,2023-09-23,20639.7,3715.15,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General,23311.56500421862,0,387,Very Poor,-1043.28499578138,0,Legal & Accounting Fees
INV-2023-10257,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Amazon Web Services (AWS),2023-08-09,2023-10-08,2619188.45,471453.92,INR,Bank Transfer (NEFT),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),3387400.2172738775,0,511,Very Poor,296757.8472738773,0,Cloud Compute & Server Hosting
INV-2023-13012,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Google Ads,2023-08-09,2023-09-08,1143.43,0.0,USD,Wire Transfer,Overdue,48,Digital Advertising & PR,AC-5010,Sales & Marketing,1644.2722703780953,1,748,Very Good,500.84227037809524,0,Digital Advertising & PR
INV-2023-14958,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Uber,2023-08-10,2023-09-09,96116.82,17301.03,INR,Corporate Credit Card,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,118968.71862784623,0,376,Very Poor,5550.868627846226,0,Travel & Lodging
INV-2023-13452,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tektronix,2023-08-10,2023-09-24,539121.41,97041.85,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),656188.9610774758,0,840,Exceptional,20025.701077475765,0,Lab Equipment & Testing Services
INV-2023-13006,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Emirates,2023-08-10,2023-09-09,33491.6,6028.49,INR,Corporate Credit Card,Pending,0,Travel & Lodging,AC-5012,Travel & Entertainment,38131.69749373233,0,596,Fair,-1388.3925062676662,0,Travel & Lodging
INV-2023-12467,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tektronix,2023-08-10,2023-08-25,2474152.45,445347.44,INR,Bank Transfer (RTGS),Overdue,79,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),3449208.4698041244,0,620,Fair,529708.5798041243,0,Lab Equipment & Testing Services
INV-2023-13400,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Capgemini Tech,2023-08-10,2023-09-09,2995478.89,539186.2,INR,Bank Transfer (RTGS),Overdue,46,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),3957556.9454879113,1,643,Fair,422891.85548791126,1,Project Engineering Contractors
INV-2023-12464,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Atlassian (Jira/Confluence),2023-08-10,2023-09-24,71161.92,12809.15,INR,Bank Transfer (NEFT),Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),80307.1937813403,0,428,Very Poor,-3663.8762186596923,0,Software Subscriptions (SaaS)
INV-2023-11305,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Intel Altera,2023-08-10,2023-10-09,1330455.08,239481.91,INR,Bank Transfer (NEFT),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS),1618663.8834702633,0,596,Fair,48726.893470263254,0,Hardware Emulation & IP Licensing
INV-2023-12954,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IESA Vision Summit,2023-08-10,2023-10-09,80285.01,14451.3,INR,Direct Debit,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,113785.68277764556,0,763,Very Good,19049.372777645567,0,Event Sponsorships & Conferences
INV-2023-13406,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Freshworks,2023-08-10,2023-09-09,65088.11,11715.86,INR,Direct Debit,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),84201.889484018,0,459,Very Poor,7397.919484017999,0,Software Subscriptions (SaaS)
INV-2023-10230,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Interactive Avenues,2023-08-10,2023-09-09,53484.14,9627.15,INR,Corporate Credit Card,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing,60479.905767286815,0,568,Very Poor,-2631.3842327131842,0,Digital Advertising & PR
INV-2023-12150,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,AT&T,2023-08-11,2023-08-26,78078.77,14054.18,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),91258.55950233436,0,573,Very Poor,-874.3904976656413,0,Internet & Telecom
INV-2023-14203,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Continental Device India,2023-08-11,2023-08-26,1460694.55,262925.02,INR,Bank Transfer (NEFT),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),1913587.0547263133,0,677,Good,189967.48472631327,0,Lab Equipment & Testing Services
INV-2023-11201,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Wipro Engineering,2023-08-11,2023-09-10,1837152.52,330687.45,INR,Bank Transfer (RTGS),Pending,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),2703029.452286263,0,407,Very Poor,535189.482286263,0,Project Engineering Contractors
INV-2023-14199,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,HSBC,2023-08-11,2023-09-25,83601.39,15048.25,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,97904.14091223992,0,448,Very Poor,-745.4990877600794,0,Bank & Financial Charges
INV-2023-14026,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,HP Inc.,2023-08-11,2023-10-10,272283.9,49011.1,INR,Bank Transfer (NEFT),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx),398866.94742803107,0,794,Very Good,77571.94742803104,0,Hardware & Workstations
INV-2023-12165,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Continental Device India,2023-08-11,2023-08-26,868745.13,156374.12,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),1225867.8927109446,0,739,Good,200748.64271094464,0,Lab Equipment & Testing Services
INV-2023-11731,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,E2E Networks,2023-08-12,2023-09-26,3352949.46,603530.9,INR,Bank Transfer (NEFT),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),4259513.916968466,0,307,Very Poor,303033.5569684658,1,Cloud Compute & Server Hosting
INV-2023-10576,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,BrowserStack,2023-08-12,2023-10-11,7766.76,1398.02,INR,Corporate UPI,Pending,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),11215.55292887961,0,468,Very Poor,2050.7729288796095,0,Software Subscriptions (SaaS)
INV-2023-14180,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,E2E Networks,2023-08-12,2023-08-27,638106.14,114859.11,INR,Bank Transfer (NEFT),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),776104.697386509,0,382,Very Poor,23139.447386509026,0,Cloud Compute & Server Hosting
INV-2023-12510,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,PayPal,2023-08-12,2023-10-11,91166.25,16409.92,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,127876.73881607792,0,561,Very Poor,20300.568816077925,0,Bank & Financial Charges
INV-2023-14736,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,BambooHR,2023-08-12,2023-09-26,86269.47,15528.5,INR,Corporate Credit Card,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx),100051.99135701555,0,747,Very Good,-1745.9786429844535,0,HR & Payroll Software
INV-2023-11386,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Atlassian (Jira/Confluence),2023-08-12,2023-09-11,24422.88,4396.12,INR,Corporate Credit Card,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),32765.44036235649,0,495,Very Poor,3946.4403623564895,0,Software Subscriptions (SaaS)
INV-2023-14101,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Social Beat,2023-08-12,2023-09-26,102969.46,18534.5,INR,Corporate Credit Card,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing,136692.8896219964,0,317,Very Poor,15188.929621996402,0,Digital Advertising & PR
INV-2023-14113,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Cyient,2023-08-12,2023-08-27,593397.76,106811.6,INR,Bank Transfer (NEFT),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),850710.5415949856,0,454,Very Poor,150501.18159498562,0,Project Engineering Contractors
INV-2023-13128,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Docker,2023-08-12,2023-09-26,39028.17,7025.07,INR,Direct Debit,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),47379.12601578215,0,607,Fair,1325.8860157821546,0,Software Subscriptions (SaaS)
INV-2023-12194,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,EY (Ernst & Young),2023-08-13,2023-09-27,49524.65,8914.44,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General,72940.19987631214,0,754,Very Good,14501.109876312135,0,Legal & Accounting Fees
INV-2023-11295,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Brijraj Cleanworks,2023-08-13,2023-10-12,21609.51,3889.71,INR,Bank Transfer (NEFT),Pending,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),28346.63515529185,0,736,Good,2847.415155291851,0,Office Utilities & Janitorial
INV-2023-14683,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Darwinbox,2023-08-13,2023-09-12,58496.5,10529.37,INR,Corporate Credit Card,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx),65337.589421220226,0,670,Fair,-3688.280578779775,0,HR & Payroll Software
INV-2023-13926,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Capgemini Tech,2023-08-13,2023-09-12,823847.3,148292.51,INR,Bank Transfer (RTGS),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),1201096.6488886024,0,594,Fair,228956.83888860233,0,Project Engineering Contractors
INV-2023-12006,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,IndiGo Airlines,2023-08-13,2023-09-27,199527.74,35914.99,INR,Corporate Credit Card,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,252546.63105102954,1,304,Very Poor,17103.901051029556,0,Travel & Lodging
INV-2023-11715,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2023-08-13,2023-09-27,68100.71,12258.13,INR,Direct Debit,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),91894.06737561262,0,562,Very Poor,11535.227375612614,0,Office Utilities & Janitorial
INV-2023-11002,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tessolve Semiconductor,2023-08-14,2023-09-28,354389.21,63790.06,INR,Bank Transfer (NEFT),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),496920.38528665353,0,345,Very Poor,78741.11528665351,0,Lab Equipment & Testing Services
INV-2023-11793,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Atlassian (Jira/Confluence),2023-08-14,2023-08-29,52256.48,9406.17,INR,Bank Transfer (NEFT),Pending,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx),68338.66192603308,0,484,Very Poor,6676.011926033074,0,Software Subscriptions (SaaS)
INV-2023-10038,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,CtrlS Datacenters,2023-08-14,2023-08-29,1628721.53,293169.88,INR,Bank Transfer (RTGS),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),2205709.2564614853,0,661,Fair,283817.84646148526,0,Cloud Compute & Server Hosting
INV-2023-10844,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Oberoi Group,2023-08-14,2023-09-13,74979.96,13496.39,INR,Bank Transfer (NEFT),Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,100299.2912911061,0,501,Very Poor,11822.941291106094,0,Travel & Lodging
INV-2023-14086,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Yotta Data Services,2023-08-14,2023-10-13,1412148.45,254186.72,INR,Bank Transfer (NEFT),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),1683375.2955565108,0,303,Very Poor,17040.125556510844,0,Cloud Compute & Server Hosting
INV-2023-11356,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Interactive Avenues,2023-08-14,2023-10-13,198523.65,35734.26,INR,Direct Debit,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing,239304.69858690543,0,477,Very Poor,5046.788586905437,0,Digital Advertising & PR
INV-2023-11999,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Tessolve,2023-08-14,2023-09-28,3004117.88,540741.22,INR,Bank Transfer (RTGS),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS),3857628.207723802,0,642,Fair,312769.1077238021,1,Project Engineering Contractors
INV-2023-10219,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Bengaluru Tech Summit,2023-08-15,2023-08-30,39077.97,7034.03,INR,Direct Debit,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,52032.342231010036,0,787,Very Good,5920.342231010035,0,Event Sponsorships & Conferences
INV-2023-11669,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Yotta Data Services,2023-08-15,2023-09-14,812150.95,146187.17,INR,Bank Transfer (RTGS),Overdue,47,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),1031842.3807971716,1,409,Very Poor,73504.26079717165,0,Cloud Compute & Server Hosting
INV-2023-10454,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Interactive Avenues,2023-08-15,2023-10-14,26912.16,4844.19,INR,Corporate Credit Card,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing,36021.26881552556,0,844,Exceptional,4264.918815525561,0,Digital Advertising & PR
INV-2023-12569,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Singapore Airlines,2023-08-15,2023-09-14,95361.15,17165.01,INR,Direct Debit,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,139864.5514307006,0,572,Very Poor,27338.391430700616,0,Travel & Lodging
INV-2023-12534,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Deloitte,2023-08-16,2023-09-15,93535.63,16836.41,INR,Direct Debit,Pending,0,Legal & Accounting Fees,AC-5013,Administrative & General,120739.8486788607,0,662,Fair,10367.808678860692,0,Legal & Accounting Fees
INV-2023-12435,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Sodexo,2023-08-16,2023-10-15,54515.62,9812.81,INR,Direct Debit,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),79631.99928497647,0,528,Very Poor,15303.569284976465,0,Office Utilities & Janitorial
INV-2023-10958,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Ansys,2023-08-16,2023-09-15,2386856.25,429634.12,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),2706628.1097905193,0,671,Good,-109862.26020948065,0,EDA Tools & Software Licenses
INV-2023-13402,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Ansys,2023-08-16,2023-09-15,3015710.53,542827.9,INR,Bank Transfer (RTGS),Pending,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),4057811.0302460007,0,319,Very Poor,499272.6002460009,1,EDA Tools & Software Licenses
INV-2023-13543,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IEEE Expos,2023-08-16,2023-09-30,55356.74,9964.21,INR,Bank Transfer (NEFT),Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,73055.57577259628,0,469,Very Poor,7734.625772596279,0,Event Sponsorships & Conferences
INV-2023-11813,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Stripe,2023-08-16,2023-10-15,72214.25,12998.56,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,92728.88490737145,0,300,Very Poor,7516.074907371452,0,Bank & Financial Charges
INV-2023-13191,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Bengaluru Tech Summit,2023-08-17,2023-09-16,17993.92,3238.91,INR,Corporate Credit Card,Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,23197.52397664464,0,822,Exceptional,1964.6939766446412,0,Event Sponsorships & Conferences
INV-2023-12122,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2023-08-17,2023-10-16,59770.83,10758.75,INR,Corporate Credit Card,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),68484.548435396,0,636,Fair,-2045.0315646039962,0,Office Utilities & Janitorial
INV-2023-12257,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tektronix,2023-08-17,2023-09-16,723406.54,130213.18,INR,Bank Transfer (NEFT),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS),863858.2176806132,0,683,Good,10238.49768061313,0,Lab Equipment & Testing Services
INV-2023-10749,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Redington India,2023-08-17,2023-10-01,743713.36,133868.4,INR,Bank Transfer (NEFT),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx),941818.3756367944,0,573,Very Poor,64236.61563679439,0,Hardware & Workstations
INV-2023-12681,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,McKinsey,2023-08-17,2023-10-01,49337.06,8880.67,INR,Bank Transfer (NEFT),Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General,69314.09994728824,0,560,Very Poor,11096.369947288242,0,Legal & Accounting Fees
INV-2023-11709,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Tata Tele Business,2023-08-17,2023-09-16,94233.05,16961.95,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),113923.51681537082,0,759,Very Good,2728.516815370818,0,Internet & Telecom
INV-2023-11492,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,InCore Semiconductors,2023-08-18,2023-09-02,394686.27,71043.53,INR,Bank Transfer (NEFT),Overdue,72,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS),563239.704660261,0,486,Very Poor,97509.90466026103,0,Hardware Emulation & IP Licensing
INV-2023-11872,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Meta for Business,2023-08-18,2023-09-02,149191.02,26854.38,INR,Direct Debit,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing,195530.33815218628,0,702,Good,19484.938152186285,0,Digital Advertising & PR
INV-2023-12361,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Workday,2023-08-18,2023-10-17,31521.52,5673.87,INR,Corporate Credit Card,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx),42152.67492730237,0,538,Very Poor,4957.284927302367,0,HR & Payroll Software
INV-2023-13965,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Bengaluru Tech Summit,2023-08-18,2023-09-17,40430.03,7277.41,INR,Bank Transfer (NEFT),Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,54850.74978582932,0,722,Good,7143.309785829322,0,Event Sponsorships & Conferences
INV-2023-14312,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Saucelabs,2023-08-18,2023-09-17,45900.18,8262.03,INR,Corporate Credit Card,Pending,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx),60313.08446423178,0,319,Very Poor,6150.8744642317815,0,Testing & Monitoring Tools
INV-2023-12798,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,CtrlS Datacenters,2023-08-18,2023-10-17,2887346.15,519722.31,INR,Bank Transfer (RTGS),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),3467365.838624351,0,529,Very Poor,60297.37862435129,1,Cloud Compute & Server Hosting
INV-2023-12623,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,New Relic,2023-08-18,2023-09-17,20119.65,3621.54,INR,Bank Transfer (NEFT),Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx),28282.423383556663,0,325,Very Poor,4541.2333835566615,0,Testing & Monitoring Tools
INV-2023-10308,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Redington India,2023-08-18,2023-09-02,482796.89,86903.44,INR,Corporate Credit Card,Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx),649525.8377656022,0,555,Very Poor,79825.50776560215,0,Hardware & Workstations
INV-2023-12000,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Intel Altera,2023-08-18,2023-09-02,3375957.79,607672.4,INR,Bank Transfer (NEFT),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS),4507334.222469327,0,773,Very Good,523704.032469327,1,Hardware Emulation & IP Licensing
INV-2023-13466,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,BrowserStack,2023-08-18,2023-09-02,71584.38,12885.19,INR,Bank Transfer (NEFT),Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx),85760.02692365086,0,419,Very Poor,1290.456923650856,0,Testing & Monitoring Tools
INV-2023-11751,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Saucelabs,2023-08-19,2023-10-18,32166.26,5789.93,INR,Direct Debit,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx),38334.69167295828,0,721,Good,378.50167295828214,0,Testing & Monitoring Tools
INV-2023-13084,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,HDFC Bank,2023-08-19,2023-10-03,41505.66,7471.02,INR,Direct Debit,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,60617.75635411652,0,510,Very Poor,11641.076354116518,0,Bank & Financial Charges
INV-2023-13829,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Tata Tele Business,2023-08-19,2023-10-03,27739.66,4993.14,INR,Direct Debit,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx),39667.560475350816,0,497,Very Poor,6934.760475350816,0,Internet & Telecom
INV-2023-13989,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Google Cloud Platform (GCP),2023-08-19,2023-09-18,19849.2,0.0,USD,Wire Transfer,Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS),28963.083325866217,0,802,Exceptional,9113.883325866216,0,Cloud Compute & Server Hosting
INV-2023-11945,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Razorpay,2023-08-19,2023-09-18,84127.24,15142.9,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General,104400.06177919108,0,476,Very Poor,5129.921779191072,0,Bank & Financial Charges
INV-2023-14415,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Marriott,2023-08-19,2023-10-03,34896.4,6281.35,INR,Corporate Credit Card,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment,39258.91005140634,0,581,Fair,-1918.8399485936625,0,Travel & Lodging
INV-2023-13741,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,InCore Semiconductors,2023-08-20,2023-10-04,2619170.49,471450.69,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS),2923445.5147293205,0,367,Very Poor,-167175.6652706797,0,EDA Tools & Software Licenses
INV-2023-10409,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Brijraj Cleanworks,2023-08-20,2023-09-19,50476.96,9085.85,INR,Direct Debit,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx),73966.98729546412,0,439,Very Poor,14404.177295464118,0,Office Utilities & Janitorial
INV-2023-14629,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Google Ads,2023-08-20,2023-10-04,2329.38,0.0,USD,Wire Transfer,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing,3102.2375407541717,0,539,Very Poor,772.8575407541716,0,Digital Advertising & PR
INV-2023-12208,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Embedded World,2023-08-20,2023-10-19,62694.36,11284.98,INR,Corporate Credit Card,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,87041.08540842772,0,797,Very Good,13061.745408427723,0,Event Sponsorships & Conferences
INV-2023-11446,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Embassy Office Parks,2023-08-20,2023-09-04,752469.58,135444.52,INR,Bank Transfer (RTGS),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx),1047966.1229647428,0,710,Good,160052.02296474288,0,Office Rent & Coworking Spaces
INV-2023-12502,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IESA Vision Summit,2023-08-20,2023-09-19,81657.41,14698.33,INR,Corporate Credit Card,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing,109340.99634550189,0,463,Very Poor,12985.256345501884,0,Event Sponsorships & Conferences
INV-2023-14307,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Redington India,2023-08-20,2023-10-19,887520.4,159753.67,INR,Bank Transfer (RTGS),Pending,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx),1074865.749951179,0,302,Very Poor,27591.67995117887,0,Hardware & Workstations
INV-2023-10295,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,LinkedIn Marketing,2023-08-20,2023-09-19,112556.19,20260.11,INR,Direct Debit,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing,131140.71161734682,0,504,Very Poor,-1675.588382653179,0,Digital Advertising & PR
