Invoice ID,Customer,Division,Department,Cost Center,Vendor,Invoice Date,Due Date,Amount,Tax,Currency,Payment Method,Payment Status,Days Late,Expense Category,Account Code,Ledger Type
INV-2024-11089,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Ola Cabs,2024-01-04,2024-01-19,101883.83,18339.09,INR,Bank Transfer (NEFT),Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-11090,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,MSEDCL,2023-08-25,2023-10-24,80325.72,14458.63,INR,Bank Transfer (NEFT),Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11091,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Google Ads,2024-05-11,2024-05-26,75981.86,13676.73,INR,Bank Transfer (NEFT),Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-11092,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Awfis Space Solutions,2024-07-28,2024-08-12,388329.45,69899.3,INR,Bank Transfer (NEFT),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-11093,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,BambooHR,2023-12-08,2024-02-06,6536.11,1176.5,INR,Corporate Credit Card,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2023-11094,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,AT&T,2023-12-22,2024-02-05,42640.91,7675.36,INR,Direct Debit,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-11095,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2024-05-28,2024-07-12,34106.2,6139.12,INR,Bank Transfer (NEFT),Pending,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11096,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Meta for Business,2024-02-01,2024-02-16,124622.54,22432.06,INR,Corporate Credit Card,Overdue,36,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-11097,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,SAP SuccessFactors,2023-12-16,2024-02-14,10654.99,1917.9,INR,Corporate Credit Card,Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-11098,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,MosChip Technologies,2024-06-17,2024-07-17,2010334.9,361860.28,INR,Bank Transfer (RTGS),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS)
INV-2023-11099,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Air India,2023-11-16,2023-12-31,108135.96,19464.47,INR,Corporate Credit Card,Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2024-11100,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,KPMG,2024-10-30,2024-11-29,47860.58,8614.9,INR,Bank Transfer (NEFT),Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2023-11101,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Microsoft Azure,2023-11-13,2023-12-13,1946576.11,350383.7,INR,Bank Transfer (RTGS),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2023-11102,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,EY (Ernst & Young),2023-11-22,2023-12-07,39082.35,7034.82,INR,Bank Transfer (NEFT),Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2023-11103,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Datadog,2023-07-08,2023-08-22,85056.02,15310.08,INR,Corporate Credit Card,Pending,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-11104,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Social Beat,2023-01-31,2023-03-17,49811.61,8966.09,INR,Direct Debit,Pending,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-11105,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,BrowserStack,2023-11-07,2024-01-06,5745.27,1034.15,INR,Corporate UPI,Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2023-11106,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,LinkedIn Marketing,2023-07-12,2023-07-27,107095.04,19277.11,INR,Corporate Credit Card,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-11107,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,MakeMyTrip,2024-09-23,2024-11-07,43049.92,7748.99,INR,Bank Transfer (NEFT),Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2024-11108,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,IEEE Expos,2024-09-02,2024-10-02,98794.83,17783.07,INR,Corporate Credit Card,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-11109,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Postman,2023-03-23,2023-05-22,24191.69,4354.5,INR,Bank Transfer (NEFT),Paid,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2024-11110,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,MosChip,2024-10-27,2024-12-11,485009.37,87301.69,INR,Direct Debit,Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2024-11111,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Awfis Space Solutions,2024-04-30,2024-05-30,762830.86,137309.55,INR,Bank Transfer (RTGS),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-11112,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Amazon Web Services (AWS),2023-01-16,2023-03-02,26061.35,0,USD,Wire Transfer,Overdue,29,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2024-11113,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,CII Conferences,2024-11-18,2024-12-18,82126.53,14782.78,INR,Corporate Credit Card,Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2024-11114,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2024-03-25,2024-05-24,39517.99,7113.24,INR,Direct Debit,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11115,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,New Relic,2024-03-13,2024-05-12,73181.82,13172.73,INR,Bank Transfer (NEFT),Pending,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2024-11116,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Mindgrove Technologies,2024-01-25,2024-03-10,3166168.68,569910.36,INR,Bank Transfer (RTGS),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2023-11117,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Brijraj Cleanworks,2023-04-22,2023-06-21,62063.39,11171.41,INR,Corporate Credit Card,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11118,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2024-06-15,2024-08-14,75701.06,13626.19,INR,Bank Transfer (NEFT),Overdue,6,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11119,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,BDO India,2024-06-12,2024-06-27,21967.75,3954.19,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2023-11120,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,MosChip Technologies,2023-11-08,2023-12-23,886020.25,159483.64,INR,Bank Transfer (NEFT),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS)
INV-2023-11121,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Google Cloud Platform (GCP),2023-02-25,2023-03-27,13612.64,0,USD,Wire Transfer,Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2024-11122,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Social Beat,2024-04-07,2024-04-22,164435.29,29598.35,INR,Corporate Credit Card,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-11123,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Regus / IWG,2024-08-22,2024-09-21,724893.48,130480.83,INR,Bank Transfer (NEFT),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-11124,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,MosChip Technologies,2023-01-26,2023-02-25,494903.41,89082.61,INR,Bank Transfer (NEFT),Paid,0,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS)
INV-2024-11125,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,New Relic,2024-04-10,2024-04-25,11829.18,2129.25,INR,Corporate Credit Card,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-11126,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Tata Tele Business,2023-05-07,2023-05-22,51910.9,9343.96,INR,Direct Debit,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-11127,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Tata Tele Business,2024-01-07,2024-01-22,60288.81,10851.99,INR,Direct Debit,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-11128,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,LambdaTest,2024-06-07,2024-07-07,55556.15,10000.11,INR,Direct Debit,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-11129,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Sodexo,2023-06-24,2023-08-08,35874.23,6457.36,INR,Bank Transfer (NEFT),Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2023-11130,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Lenovo,2023-06-16,2023-07-16,326100.48,58698.09,INR,Bank Transfer (NEFT),Paid,0,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2024-11131,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,WeWork,2024-03-05,2024-04-19,455505.89,81991.06,INR,Direct Debit,Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2024-11132,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,NTT Communications,2024-10-03,2024-11-02,9731.03,1751.59,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2023-11133,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2023-01-04,2023-02-18,17263.61,3107.45,INR,Corporate UPI,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11134,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Embassy Office Parks,2024-05-25,2024-06-09,454942.56,81889.66,INR,Direct Debit,Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2024-11135,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Microsoft Azure,2024-11-06,2025-01-05,9093.58,0,USD,Wire Transfer,Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2023-11136,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Ansys,2023-03-23,2023-04-07,3436755.99,618616.08,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-11137,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Cashfree,2024-10-05,2024-11-04,28419.05,5115.43,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2023-11138,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Synopsys,2023-02-07,2023-03-09,7419.3,0,USD,Wire Transfer,Pending,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-11139,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Tata Tele Business,2024-08-14,2024-09-28,56988.37,10257.91,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2023-11140,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Dell Technologies,2023-04-22,2023-06-21,552006.63,99361.19,INR,Bank Transfer (NEFT),Overdue,21,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2024-11141,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,MakeMyTrip,2024-11-07,2024-12-07,61956.93,11152.25,INR,Direct Debit,Overdue,75,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-11142,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Deloitte,2023-04-06,2023-05-21,98017.72,17643.19,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-11143,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Google Ads,2024-07-17,2024-08-01,37823.5,6808.23,INR,Corporate Credit Card,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2023-11144,Silicon Interfaces,Corporate / Shared,Business Development & BD,CC-CORP-BD,Singapore Airlines,2023-10-09,2023-11-23,168356.52,30304.17,INR,Bank Transfer (NEFT),Paid,0,Travel & Lodging,AC-5012,Travel & Entertainment
INV-2023-11145,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,KPMG,2023-08-03,2023-08-18,13668.8,2460.38,INR,Corporate Credit Card,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-11146,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,AdGlobal360,2024-09-11,2024-10-26,110281.55,19850.68,INR,Direct Debit,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-11147,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Cisco Systems,2024-06-22,2024-08-06,642328.76,115619.18,INR,Bank Transfer (NEFT),Overdue,79,Hardware & Workstations,AC-5015,Operating Expense (OpEx)
INV-2024-11148,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Razorpay,2024-10-09,2024-12-08,20133.13,3623.96,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2023-11149,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Brijraj Cleanworks,2023-08-27,2023-10-11,30082.57,5414.86,INR,Corporate Credit Card,Overdue,1,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11150,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,AT&T,2024-04-21,2024-05-06,60889.82,10960.17,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-11151,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,InCore Semiconductors,2024-09-22,2024-11-21,1391654.71,250497.85,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-11152,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,Saucelabs,2024-07-27,2024-08-26,11904.97,2142.89,INR,Corporate Credit Card,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-11153,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,IndiQube,2023-10-16,2023-11-30,759950.78,136791.14,INR,Bank Transfer (NEFT),Pending,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2024-11154,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Embedded World,2024-06-02,2024-07-17,24927.06,4486.87,INR,Corporate Credit Card,Pending,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
INV-2023-11155,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,HDFC Bank,2023-12-16,2024-02-14,15395.89,2771.26,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2023-11156,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Vi Enterprise,2023-06-29,2023-07-29,96416.42,17354.96,INR,Direct Debit,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-11157,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Social Beat,2024-05-05,2024-07-04,97657.66,17578.38,INR,Bank Transfer (NEFT),Pending,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-11158,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Microsoft Azure,2024-10-04,2024-12-03,14282.09,0,USD,Wire Transfer,Pending,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2023-11159,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,MosChip Technologies,2023-12-10,2024-02-08,2204017.19,396723.09,INR,Bank Transfer (NEFT),Pending,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-11160,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Keysight Technologies,2024-06-17,2024-08-01,2085746.58,375434.38,INR,Bank Transfer (NEFT),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2024-11161,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Cyient,2024-07-02,2024-07-17,943705.61,169867.01,INR,Bank Transfer (NEFT),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2023-11162,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Rohde & Schwarz,2023-03-09,2023-04-08,571439.45,102859.1,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2024-11163,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,CBRE Group,2024-01-20,2024-02-19,557150.92,100287.17,INR,Bank Transfer (NEFT),Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2024-11164,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2024-09-01,2024-09-16,86355.54,15544,INR,Direct Debit,Pending,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2023-11165,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Grant Thornton India,2023-02-02,2023-03-19,56295.08,10133.11,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-11166,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Compass Group,2024-01-16,2024-03-16,87900.49,15822.09,INR,Direct Debit,Pending,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11167,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tektronix,2024-06-21,2024-08-05,2056581.06,370184.59,INR,Bank Transfer (NEFT),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2023-11168,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Keysight Technologies,2023-07-26,2023-08-10,1699387.13,305889.68,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2024-11169,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Cyril Amarchand Mangaldas,2024-05-27,2024-06-26,57128.36,10283.1,INR,Direct Debit,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2023-11170,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,JetBrains,2023-12-02,2024-01-01,88867.12,15996.08,INR,Corporate Credit Card,Pending,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2024-11171,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Interactive Avenues,2024-11-23,2024-12-23,111989.48,20158.11,INR,Corporate Credit Card,Paid,0,Digital Advertising & PR,AC-5010,Sales & Marketing
INV-2024-11172,Silicon Interfaces,Software Division,Quality Assurance & DevOps,CC-SW-QA,BrowserStack,2024-02-01,2024-02-16,78567.86,14142.21,INR,Corporate Credit Card,Paid,0,Testing & Monitoring Tools,AC-5006,Operating Expense (OpEx)
INV-2023-11173,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Cyient,2023-03-31,2023-05-15,2780273.92,500449.31,INR,Bank Transfer (RTGS),Paid,0,Project Engineering Contractors,AC-5003,Direct Services Cost (COGS)
INV-2024-11174,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Synopsys,2024-11-05,2024-12-20,34327.19,0,USD,Wire Transfer,Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2024-11175,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Tata Power,2024-10-16,2024-11-15,22340.5,4021.29,INR,Corporate Credit Card,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2023-11176,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,JetBrains,2023-10-11,2023-11-25,41932.64,7547.88,INR,Bank Transfer (NEFT),Pending,0,Software Subscriptions (SaaS),AC-5005,Operating Expense (OpEx)
INV-2023-11177,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Citibank,2023-10-07,2023-11-06,60065.75,10811.83,INR,Corporate Credit Card,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2024-11178,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,WeWork,2024-09-29,2024-10-14,127057.03,22870.27,INR,Direct Debit,Paid,0,Office Rent & Coworking Spaces,AC-5007,Operating Expense (OpEx)
INV-2023-11179,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Darwinbox,2023-11-23,2024-01-07,93348.55,16802.74,INR,Bank Transfer (NEFT),Paid,0,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-11180,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,PayPal,2024-08-10,2024-09-09,53339.88,9601.18,INR,Direct Debit,Paid,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2024-11181,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Grant Thornton India,2024-07-07,2024-09-05,88058.22,15850.48,INR,Corporate Credit Card,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-11182,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,Bharti Airtel Business,2024-11-22,2024-12-07,84254.27,15165.77,INR,Corporate Credit Card,Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-11183,Silicon Interfaces,Corporate / Shared,IT & Telecom,CC-CORP-IT,AT&T,2024-03-12,2024-05-11,37967.66,6834.18,INR,Bank Transfer (NEFT),Paid,0,Internet & Telecom,AC-5016,Operating Expense (OpEx)
INV-2024-11184,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Cyril Amarchand Mangaldas,2024-09-23,2024-11-07,60495.36,10889.16,INR,Corporate Credit Card,Paid,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2024-11185,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,GreytHR,2024-11-17,2024-12-02,7829.17,1409.25,INR,Corporate Credit Card,Overdue,60,HR & Payroll Software,AC-5008,Operating Expense (OpEx)
INV-2024-11186,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Sodexo,2024-04-24,2024-05-09,45212.41,8138.23,INR,Bank Transfer (NEFT),Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2024-11187,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,Yotta Data Services,2024-04-21,2024-06-20,757576.32,136363.74,INR,Bank Transfer (RTGS),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2024-11188,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Intel Altera,2024-09-23,2024-11-07,730852.9,131553.52,INR,Bank Transfer (RTGS),Overdue,51,Hardware Emulation & IP Licensing,AC-5001,Direct Services Cost (COGS)
INV-2023-11189,Silicon Interfaces,Corporate / Shared,Facilities & HR,CC-CORP-HR,Tata Power,2023-11-29,2024-01-28,99073.74,17833.27,INR,Corporate Credit Card,Paid,0,Office Utilities & Janitorial,AC-5009,Operating Expense (OpEx)
INV-2023-11190,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,E2E Networks,2023-04-26,2023-06-10,641244.64,115424.04,INR,Bank Transfer (RTGS),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2023-11191,Silicon Interfaces,VLSI Division,VLSI Engineering & Design,CC-VLSI-ENG,Siemens EDA (Mentor Graphics),2023-12-23,2024-01-22,2241778.02,403520.04,INR,Bank Transfer (NEFT),Paid,0,EDA Tools & Software Licenses,AC-5000,Direct Services Cost (COGS)
INV-2023-11192,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,Citibank,2023-11-30,2023-12-15,24170.96,4350.77,INR,Bank Transfer (NEFT),Pending,0,Bank & Financial Charges,AC-5014,Administrative & General
INV-2024-11193,Silicon Interfaces,VLSI Division,VLSI Lab & Validation,CC-VLSI-LAB,Tessolve Semiconductor,2024-02-15,2024-04-15,3492968.29,628734.29,INR,Bank Transfer (RTGS),Paid,0,Lab Equipment & Testing Services,AC-5002,Direct Services Cost (COGS)
INV-2023-11194,Silicon Interfaces,Software Division,Software Engineering & Dev,CC-SW-DEV,CtrlS Datacenters,2023-06-12,2023-08-11,1986307.37,357535.33,INR,Bank Transfer (NEFT),Paid,0,Cloud Compute & Server Hosting,AC-5004,Direct Services Cost (COGS)
INV-2024-11195,Silicon Interfaces,Corporate / Shared,Finance & Legal,CC-CORP-FIN,KPMG,2024-08-28,2024-10-27,94952.4,17091.43,INR,Direct Debit,Pending,0,Legal & Accounting Fees,AC-5013,Administrative & General
INV-2023-11196,Silicon Interfaces,Corporate / Shared,Sales & Marketing,CC-CORP-MKT,Bengaluru Tech Summit,2023-12-17,2024-01-16,5107.22,919.3,INR,Corporate Credit Card,Paid,0,Event Sponsorships & Conferences,AC-5011,Sales & Marketing
